date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
1957-01-29,Spain,Bosnia and Herzegovina,1,1,African Championship qualification,Youngfurt,Croatia,True,2017
1957-01-30,Canada,Syria,0,1,FIFA World Cup qualification,East Antoniobury,Bangladesh,False,2017
1957-01-30,Panama,Jordan,1,3,Yongchuan International Tournament,Vanessachester,Hong Kong,False,2022
1957-01-30,Zimbabwe,Panama,1,0,Olympic qualifyication,Smithfurt,Germany,False,2018
1957-01-31,Martinique,Italy,1,3,VisitMalta Women's Trophy,West Michael,Laos,True,2012
1957-01-31,Australia,Argentina,1,0,FIFA World Cup qualification,Moranbury,Belarus,False,2019
1957-02-01,Japan,Zimbabwe,10,0,AFC Asian Cup qualification,Lake Adrianville,Croatia,True,2015
1957-02-03,Norway,Mali,6,0,Algarve Cup,Daisymouth,Trinidad and Tobago,True,2013
1957-02-04,Iceland,Norway,2,0,FIFA World Cup,North James,Jamaica,True,2021
1957-02-04,Ethiopia,Zimbabwe,1,4,Baltic Cup,Jameshaven,France,True,2015
1957-02-04,Rwanda,Lithuania,5,9,AFC Asian Cup qualification,East Christopherstad,Nigeria,True,2015
1957-02-04,Costa Rica,Indonesia,1,3,African Cup of Nations qualification,Garciaborough,Kenya,True,2024
1957-02-05,Canada,Romania,4,1,AFC Asian Cup qualification,Simmonstown,El Salvador,True,2016
1957-02-06,Denmark,Mauritius,1,0,Armenia International Friendly Tournament,Rowlandside,Spain,True,2015
1957-02-07,Zambia,Germany,1,1,Friendly,East Hannahtown,France,False,2012
1957-02-11,Greece,Myanmar,5,0,Central American and Caribbean Games,South Michael,Mexico,True,2015
1957-02-11,Israel,Finland,5,1,CONCACAF Gold Cup qualification,West Christinafort,Trinidad and Tobago,True,2015
1957-02-12,Tonga,Cyprus,1,1,Pacific Games,Pricefurt,Zambia,True,2011
1957-02-13,Slovakia,Qatar,1,4,Friendly,Danielberg,Fiji,False,2021
1957-02-14,Azerbaijan,Philippines,1,1,Turkish Women's Cup,New Michelleshire,Nepal,False,2014
1957-02-15,South Korea,Peru,1,3,African Championship qualification,Williamfurt,Northern Ireland,False,2016
1957-02-15,Myanmar,Saint Lucia,5,0,Algarve Cup,East Emily,Cyprus,True,2020
1957-02-15,Germany,Namibia,1,1,AFC Championship,Jenningsberg,Australia,True,2021
1957-02-17,Colombia,Senegal,5,0,African Championship qualification,Doyleville,Iceland,True,2014
1957-02-17,Canada,Jamaica,2,0,AFC Championship,Port Erikberg,Slovakia,False,2003
1957-02-18,Colombia,Northern Ireland,4,1,SheBelieves Cup,Patrickton,Spain,False,2022
1957-02-19,China PR,Norway,4,2,FIFA World Cup,Wendyberg,Pakistan,True,2015
1957-02-20,Australia,Bhutan,2,7,AFF Championship,New Kurt,Taiwan,True,2019
1957-02-21,Australia,Iceland,1,3,Armenia International Friendly Tournament,Port Vanessaburgh,North Macedonia,False,2021
1957-02-23,Denmark,Iceland,1,0,Southeast Asian Games,Englishside,France,True,2014
1957-02-23,Israel,Panama,0,2,FIFA World Cup qualification,West Georgeport,Wales,True,1990
1957-02-24,New Caledonia,Romania,1,2,CONCACAF Championship qualification,West Maryside,Moldova,True,1994
1957-02-25,England,South Africa,1,1,African Championship qualification,Juareztown,Antigua and Barbuda,True,2022
1957-02-25,France,Philippines,5,4,Caribbean Queen's Friendly Tournament,Edwardshaven,Spain,True,2011
1957-02-25,Paraguay,Panama,1,0,AFF Championship,East Larry,Nigeria,False,2016
1957-02-25,Tanzania,Mauritius,1,0,UEFA Euro qualification,Santosside,Bangladesh,False,2019
1957-02-26,Zambia,Italy,5,4,Aphrodite Cup,East Ruben,Luxembourg,False,2014
1957-02-26,Moldova,Panama,1,4,CONCACAF Championship,Lindseymouth,Romania,True,2018
1957-02-26,Republic of Ireland,Comoros,0,3,UEFA Nations League,New James,England,False,2010
1957-02-26,South Korea,Congo,0,0,FIFA World Cup,South Saraburgh,Philippines,True,2019
1957-02-27,Italy,Guatemala,0,0,UEFA Euro,Travisland,Brazil,False,2019
1957-03-01,Taiwan,Mauritius,5,0,Central American and Caribbean Games,West Sean,Zimbabwe,False,2010
1957-03-01,Tunisia,Eswatini,3,6,CECAFA Championship,Robertston,Ghana,True,1997
1957-03-01,Faroe Islands,Bangladesh,3,5,Slavic Cup,South Kellichester,North Macedonia,True,2015
1957-03-01,Chile,Australia,1,0,African Championship qualification,East Collin,Qatar,False,2016
1957-03-02,Nigeria,Iceland,1,3,FIFA World Cup qualification,Port Melissa,United States,False,2013
1957-03-02,Samoa,American Samoa,3,2,UEFA Nations League,Andrewsstad,Taiwan,True,2018
1957-03-02,Nigeria,Sweden,0,4,South Asian Games,North Damonmouth,Cyprus,True,2018
1957-03-03,Poland,Belarus,0,0,African Championship qualification,East Dawn,Trinidad and Tobago,True,2016
1957-03-03,Faroe Islands,Ynys Môn,0,1,African Championship qualification,North Daniel,Fiji,True,2019
1957-03-03,Myanmar,Hungary,4,1,African Cup of Nations qualification,Lake Tarachester,Netherlands,True,2015
1957-03-03,Malaysia,Ethiopia,1,4,UEFA Nations League,New Kylieshire,Equatorial Guinea,False,2010
1957-03-05,Zimbabwe,United States,1,4,Aphrodite Cup,Daniellechester,Mexico,False,2022
1957-03-07,Saint Vincent and the Grenadines,Niger,10,4,Olympic Games,New Codybury,Mozambique,True,2014
1957-03-07,Mali,Italy,0,7,EAFF East Asian Cup,Reginaldmouth,Canada,True,2010
1957-03-08,France,Uganda,2,4,COSAFA Championship,New Leslie,Aruba,True,2010
1957-03-08,Switzerland,Austria,1,4,African Cup of Nations qualification,West Jessica,Belgium,False,2010
1957-03-09,China PR,England,1,1,AFF Championship,Gonzalesside,Pakistan,False,2022
1957-03-09,Azerbaijan,Nepal,0,0,COSAFA Championship,North Joshua,Azerbaijan,False,2020
1957-03-09,Guinea-Bissau,Namibia,1,1,FIFA World Cup qualification,Port Donaldhaven,Russia,False,2019
1957-03-09,Israel,Estonia,1,3,FIFA World Cup qualification,Duncanshire,Slovakia,False,2022
1957-03-10,Uzbekistan,Fiji,4,6,African Championship qualification,Valdezstad,Brazil,True,2023
1957-03-12,Western Isles,Lebanon,1,3,UEFA Nations League,Nguyenchester,Puerto Rico,False,2018
1957-03-13,Denmark,Hungary,1,0,OFC Nations Cup,East Patrick,England,False,2022
1957-03-14,Senegal,Tonga,5,1,African Championship qualification,Nicolehaven,United States,False,2018
1957-03-14,Latvia,Gambia,0,4,African Championship qualification,North Christineburgh,Mexico,False,2013
1957-03-16,Equatorial Guinea,American Samoa,2,3,FIFA World Cup qualification,Gabrielfort,Greece,False,2011
1957-03-16,Netherlands,South Korea,0,0,FIFA World Cup qualification,Port Eric,Mexico,False,2015
1957-03-17,Nigeria,Singapore,0,9,FIFA World Cup qualification,Palmertown,Czech Republic,False,2015
1957-03-18,Iran,Slovakia,4,3,Asian Games,Dakotahaven,Mauritania,True,2015
1957-03-21,Italy,Montenegro,1,4,AFC Olympic Qualifying Tournament,Johnchester,Mexico,True,2017
1957-03-24,Haiti,Sweden,1,1,Pacific Games,Alyssabury,England,False,2016
1957-03-25,Comoros,Myanmar,1,4,FIFA World Cup qualification,Port Heathermouth,Switzerland,False,2022
1957-03-25,Wales,Hungary,0,2,Arab Cup,Berrybury,Wales,False,2018
1957-03-25,United States,Lithuania,5,1,AFC Olympic Qualifying Tournament,New Timothychester,Cyprus,True,2015
1957-03-25,Nigeria,United States,5,3,FIFA World Cup qualification,Jacksontown,Slovakia,True,2013
1957-03-26,Cuba,Serbia,6,1,UEFA Nations League,Bradyfurt,Moldova,False,2010
1957-03-26,Andorra,Chile,0,0,UEFA Nations League,New Ruthburgh,Malta,True,2014
1957-03-26,Iceland,Japan,0,1,African Cup of Nations,West Tracey,Malta,True,2022
1957-03-29,Ynys Môn,Burkina Faso,2,0,Friendly,Kaitlynhaven,Azerbaijan,True,2015
1957-03-30,Macedonia,South Africa,1,1,AFF Championship,Alexanderbury,Peru,False,2015
1957-03-31,Republic of Ireland,Germany,0,0,Friendly,Lake Donald,Samoa,False,2014
1957-03-31,Mexico,Aruba,4,2,Pan American Games,Jenkinsburgh,Spain,True,2017
1957-03-31,Dominica,Northern Ireland,1,1,FIFA World Cup qualification,Lake Brett,New Zealand,False,2015
1957-04-02,Great Britain,Tonga,0,0,Women's Revelations Cup,Mendozaland,Belarus,True,2016
1957-04-03,Austria,Wales,3,0,Friendly,Lauramouth,Nepal,False,2021
1957-04-03,Liechtenstein,Germany,1,0,African Championship qualification,East Christopher,Colombia,True,2017
1957-04-03,North Macedonia,Lebanon,4,0,OFC Nations Cup,Port Rogerview,South Korea,True,2014
1957-04-03,Jordan,New Zealand,1,0,FIFA World Cup qualification,Lindsayberg,England,True,2015
1957-04-03,Djibouti,Latvia,0,0,FIFA World Cup qualification,West Tyler,Zambia,False,2022
1957-04-03,Bangladesh,Northern Ireland,6,0,AFF Championship,Katrinaport,El Salvador,True,2017
1957-04-04,Niger,Bosnia and Herzegovina,0,2,UEFA Nations League,Jeffreymouth,United States,True,2019
1957-04-04,Zambia,Rwanda,0,2,AFC Olympic Qualifying Tournament,Matthewsland,Guinea-Bissau,True,2015
1957-04-04,Réunion,Romania,1,9,Olympic Games,Ronaldton,United Arab Emirates,False,2010
1957-04-06,Spain,Maldives,4,4,Olympic qualification,Georgeberg,Thailand,True,2015
1957-04-06,South Korea,Zimbabwe,0,4,Friendly,East Richardmouth,Latvia,True,2022
1957-04-06,Israel,Comoros,6,2,UEFA Nations League,Lake Laurenview,South Africa,False,1997
1957-04-06,Taiwan,Belize,1,4,UEFA Nations League,North Garystad,United States,True,2019
1957-04-07,South Korea,Niger,0,2,AFC Olympic qualification,West Craigshire,Portugal,True,2012
1957-04-07,Switzerland,Liechtenstein,1,2,Chunghua Cup,West Lisaport,Belize,True,2010
1957-04-07,Norway,Zambia,4,3,COSAFA Championship,Port Jeremiahland,Latvia,False,2013
1957-04-07,Spain,Albania,0,2,FIFA World Cup qualification,East Natasha,England,False,2014
1957-04-08,Cambodia,El Salvador,1,0,Friendly,Kevinview,Serbia,False,2015
1957-04-08,Slovenia,Solomon Islands,1,0,Copa América,Guerrerofort,Croatia,True,2019
1957-04-08,Nepal,Germany,0,1,Indian Ocean Island Games,West Christinehaven,United States,False,2022
1957-04-08,India,United States Virgin Islands,5,1,FIFA World Cup qualification,Port Debratown,Jordan,True,2017
1957-04-09,Bermuda,Iceland,1,5,UEFA Euro qualification,Kristiemouth,Hong Kong,False,2000
1957-04-10,Taiwan,Northern Ireland,0,3,FIFA World Cup qualification,Katherinemouth,Argentina,False,2015
1957-04-10,India,Hungary,0,10,African Championship,Port Jason,Fiji,False,1994
1957-04-10,Zambia,Honduras,6,5,CAF Olympic Qualifying Tournament,Robintown,Pakistan,True,2018
1957-04-11,Moldova,United States,1,0,FIFA World Cup qualification,New Kristen,England,False,2014
1957-04-11,South Korea,Guinea-Bissau,1,3,South Asian Games,Kaiserton,Faroe Islands,False,2017
1957-04-12,Uruguay,Bulgaria,0,0,African Championship qualification,Krystalshire,Tajikistan,True,2018
1957-04-12,Philippines,South Korea,1,3,UEFA Nations League,North Garyport,Latvia,False,2011
1957-04-13,Fiji,Argentina,10,4,Friendly,Harrisonshire,Estonia,True,2020
1957-04-13,Israel,Hungary,3,3,UEFA Euro qualification,West Coreyland,Guinea,False,2021
1957-04-13,France,England,0,1,EAFF E-1 Championship qualification,South Jeremytown,United States,False,2004
1957-04-14,Kenya,Aruba,0,0,FIFA Women's Invitation Tournament,West Katie,Slovenia,True,2019
1957-04-15,Tunisia,Iceland,1,7,WAFF Championship,Coopershire,Scotland,False,2000
1957-04-16,Netherlands,Estonia,1,1,OFC Olympic Qualifying Tournament,Blakeburgh,Malaysia,True,2015
1957-04-16,Czech Republic,Bolivia,1,0,FIFA World Cup,North John,Namibia,False,2016
1957-04-17,Indonesia,South Korea,1,3,African Championship qualification,Fitzgeraldborough,Italy,True,2018
1957-04-17,Fiji,Latvia,0,3,FIFA World Cup qualification,Mcfarlandside,Netherlands,False,2015
1957-04-18,Colombia,England,1,4,African Championship qualification,Walkerberg,Croatia,True,2023
1957-04-18,Sweden,Cambodia,1,1,FIFA World Cup qualification,New Duane,England,False,2023
1957-04-18,England,Saint Vincent and the Grenadines,0,2,FIFA World Cup qualification,New Jessica,France,False,2024
1957-04-19,Zambia,Northern Ireland,3,7,African Cup of Nations qualification,Lake Annettestad,Tanzania,False,2022
1957-04-19,France,Lebanon,2,7,African Championship qualification,Joyceshire,Serbia,False,2015
1957-04-21,Sweden,Italy,4,0,Armenia International Friendly Tournament,Aaronbury,Poland,True,2019
1957-04-22,Barbados,Cape Verde,0,0,African Cup of Nations qualification,New Jamesfort,Serbia,True,2014
1957-04-22,Ghana,Iceland,1,0,Turkish Women's Cup,East Cindy,Japan,True,2014
1957-04-22,Åland,Netherlands,1,4,FIFA World Cup qualification,Novakville,Belarus,False,2016
1957-04-23,Italy,Bosnia and Herzegovina,0,0,CONCACAF Olympic Qualifying Tournament qualification,New Mark,United States,True,2015
1957-04-23,North Korea,Haiti,5,2,CONCACAF Gold Cup qualification,Port Matthew,South Africa,False,2016
1957-04-23,Canada,Curaçao,1,3,FIFA World Cup qualification,East Kaylaville,England,False,2015
1957-04-24,Ghana,Tunisia,2,1,Pinatar Cup,New Chadberg,Honduras,True,2018
1957-04-25,Bahrain,Finland,5,0,African Championship qualification,East Larryland,Tanzania,True,2015
1957-04-25,England,Equatorial Guinea,1,3,Four Nations Tournament,Donnaport,Romania,False,2013
1957-04-26,Guinea,Czech Republic,4,4,Aphrodite Cup,Lake Brooke,Spain,True,2015
1957-04-26,Netherlands,Tunisia,1,2,African Cup of Nations qualification,New Timport,Vietnam,False,2010
1957-04-27,China PR,Philippines,0,1,Copa América,Walkerfurt,United States,False,2010
1957-04-28,Congo,Bosnia and Herzegovina,1,1,African Cup of Nations qualification,New Lisa,United States,True,2015
1957-04-28,India,Italy,1,4,FIFA World Cup qualification,Darrenland,France,False,2022
1957-04-28,Albania,Uzbekistan,1,0,Cyprus Cup,South Courtneyhaven,Malaysia,True,2019
1957-05-01,Iceland,Ukraine,0,1,AFF Championship,Davisbury,New Caledonia,True,2014
1957-05-01,Samoa,Slovakia,0,0,FIFA World Cup,Port Jacobborough,Mexico,True,2019
1957-05-01,Uganda,Peru,0,0,FIFA World Cup qualification,Smithville,Jamaica,False,2022
1957-05-02,Ukraine,Botswana,3,4,African Championship qualification,Ortizville,Nigeria,False,2011
1957-05-02,Malta,Slovakia,0,3,FIFA World Cup qualification,Port Connormouth,Fiji,False,2001
1957-05-02,Zambia,Belize,6,7,FIFA World Cup qualification,Martinezton,Samoa,False,2024
1957-05-02,Portugal,Malaysia,0,2,UEFA Euro qualification,Alexhaven,Northern Ireland,False,2024
1957-05-03,Georgia,Brazil,0,9,African Championship qualification,Gailhaven,Gabon,True,2010
1957-05-03,Canada,Vietnam,0,4,FIFA World Cup qualification,North William,England,True,2013
1957-05-03,Lithuania,Senegal,0,3,Asian Games,West Heatherton,Hungary,True,2019
1957-05-03,Bulgaria,Colombia,1,0,Algarve Cup,Michealfort,South Africa,True,2014
1957-05-03,Philippines,Northern Mariana Islands,0,4,EAFF Championship,Yuhaven,England,True,2014
1957-05-05,Tunisia,Brazil,3,0,CONCACAF Gold Cup,East Danielmouth,Malta,True,2015
1957-05-05,Tahiti,Myanmar,5,1,UEFA Euro qualification,East Monique,Malta,False,2015
1957-05-06,Mexico,New Zealand,1,3,Algarve Cup,Port Rhonda,United States,True,2014
1957-05-06,Cayman Islands,Saudi Arabia,1,4,UEFA Euro qualification,Tonyberg,Barbados,False,2024
1957-05-07,Portugal,Guinea-Bissau,0,4,Arab Cup,Bryanstad,India,True,2010
1957-05-07,Lebanon,Luxembourg,1,0,African Cup of Nations qualification,North Angelamouth,Jordan,True,2009
1957-05-08,South Korea,Belgium,0,0,CECAFA Championship,Martinezbury,Mexico,False,2014
1957-05-09,Argentina,Czech Republic,1,0,AFF Championship,Dudleyland,Ukraine,True,2015
1957-05-09,Tunisia,Lebanon,5,0,Yongchuan International Tournament,Lake Kelly,Italy,True,2004
1957-05-10,Scotland,Guam,0,0,African Cup of Nations qualification,Bryanland,Zimbabwe,True,2000
1957-05-11,Iceland,Spain,10,5,International Tournament,Schaeferton,Nicaragua,False,2022
1957-05-11,Italy,England,0,4,FIFA World Cup qualification,Victoriashire,England,True,2022
1957-05-11,Isle of Wight,Romania,0,0,African Cup of Nations qualification,Carrillofurt,Austria,False,2017
1957-05-11,Wales,Tonga,3,3,UEFA Euro,New Kevin,France,False,2003
1957-05-12,Philippines,Italy,0,3,UEFA Nations League,Shawnfort,Northern Ireland,True,2017
1957-05-12,Mauritius,Northern Ireland,1,0,COSAFA Championship,Michellefort,Burundi,False,2009
1957-05-15,Botswana,South Korea,1,1,African Championship qualification,West Lindaburgh,Pakistan,True,2020
1957-05-15,Jordan,Mozambique,6,0,Pacific Games,East Davidhaven,Guinea,False,2018
1957-05-15,Philippines,Bosnia and Herzegovina,0,3,UEFA Euro qualification,New Stephanie,Rwanda,True,2015
1957-05-16,Ukraine,Bulgaria,1,7,EAFF E-1 Championship qualification,South Frankborough,Bahrain,False,2024
1957-05-16,Estonia,Australia,0,0,African Championship qualification,Lopezborough,Trinidad and Tobago,True,2011
1957-05-16,Solomon Islands,Finland,3,7,CONCACAF Olympic Qualifying Tournament,Bauerchester,Greece,True,2015
1957-05-17,Greece,U.S. Virgin Islands,2,4,FIFA World Cup,Lake Alexis,China PR,True,2015
1957-05-17,Hungary,Tahiti,0,2,UEFA Nations League,West Gary,Croatia,True,2022
1957-05-17,Botswana,Malta,4,3,AFC Olympic Qualifying Tournament,Randallport,Sierra Leone,True,2024
1957-05-17,Angola,Trinidad and Tobago,6,4,FIFA World Cup qualification,South Frederick,Norway,False,2015
1957-05-19,Indonesia,Argentina,1,0,FIFA World Cup qualification,Ellishaven,Suriname,True,2012
1957-05-19,Senegal,Solomon Islands,0,0,WAFF Championship,Glennmouth,Tanzania,True,2022
1957-05-19,Ukraine,South Korea,1,7,FIFA World Cup qualification,Campbellhaven,Germany,False,2022
1957-05-20,Spain,Thailand,0,0,COSAFA Championship,Lake Juliatown,Chile,True,2008
1957-05-20,Czech Republic,Kenya,1,1,AFF Championship,West Danielle,Bahrain,False,2018
1957-05-20,Spain,Romania,1,0,FIFA World Cup qualification,New Scott,Turkey,False,2022
1957-05-21,Malawi,Romania,5,4,CONCACAF Olympic Qualifying Tournament,Mitchellmouth,Turkey,True,2015
1957-05-23,Dominican Republic,New Caledonia,6,3,Aphrodite Cup,Lake Misty,Croatia,True,2017
1957-05-25,India,Senegal,1,1,African Championship qualification,Christinaview,Northern Mariana Islands,False,2014
1957-05-25,Saint Kitts and Nevis,Switzerland,1,4,AFF Championship,Wallerfurt,Spain,True,2015
1957-05-25,Bolivia,Ivory Coast,9,0,CONCACAF Championship qualification,Mooreburgh,Slovenia,True,2015
1957-05-26,Czech Republic,Jamaica,1,0,CONCACAF Olympic Qualifying Tournament qualification,Martinezland,United States,False,2015
1957-05-26,Albania,Colombia,0,3,Women's Revelations Cup,Port Christopherburgh,Tajikistan,False,2019
1957-05-27,Indonesia,South Sudan,2,1,African Championship qualification,Herreraborough,Serbia,True,2012
1957-05-28,Russia,Hungary,1,1,FIFA World Cup qualification,Port Angela,Republic of Ireland,False,2022
1957-05-28,Palestine,Tahiti,1,4,FIFA World Cup qualification,Lake Ricardoville,Japan,False,2021
1957-05-29,Iceland,Guadeloupe,4,2,CONCACAF Gold Cup,North James,Trinidad and Tobago,True,2015
1957-05-30,Faroe Islands,Curaçao,1,1,FIFA World Cup,West Ginahaven,Zimbabwe,True,2019
1957-05-31,Ukraine,Myanmar,1,1,African Championship,New Austintown,Bulgaria,False,2021
1957-05-31,Spain,Ecuador,0,4,CONCACAF Gold Cup qualification,Waltonshire,Burundi,False,2011
1957-05-31,Guatemala,Nigeria,1,1,Aphrodite Cup,Lake Kaitlyn,Turkey,True,2022
1957-06-01,Italy,Mauritius,4,0,UEFA Euro qualification,Scottburgh,England,True,2014
1957-06-02,Equatorial Guinea,Puerto Rico,0,0,AFF Championship,South Alan,England,True,2019
1957-06-02,North Korea,Suriname,5,3,UEFA Nations League,West Christopherton,Trinidad and Tobago,False,2014
1957-06-02,Cambodia,South Korea,0,0,Women's Revelations Cup,North Jasonbury,Tanzania,False,2016
1957-06-03,Guinea,Sweden,1,3,UEFA Nations League,Davisborough,Ecuador,True,2015
1957-06-04,Libya,Ivory Coast,2,5,CAF Olympic Qualifying Tournament,Joannaburgh,Cyprus,True,2019
1957-06-04,Bosnia and Herzegovina,American Samoa,1,4,Aphrodite Cup,Port Diana,Mexico,True,2018
1957-06-06,Bangladesh,Saint Lucia,5,0,Central American Games,Ramirezburgh,Kyrgyzstan,False,2022
1957-06-07,Botswana,Saint Kitts and Nevis,1,1,African Cup of Nations qualification,Michaelbury,Thailand,False,2015
1957-06-07,South Africa,Djibouti,0,0,CONCACAF Gold Cup,West Benjamin,Mexico,False,2014
1957-06-07,Australia,Estonia,1,0,Yongchuan International Tournament,New Katiechester,Croatia,False,2016
1957-06-07,Norway,Senegal,5,4,Friendly,Florestown,Czech Republic,False,2022
1957-06-08,Kazakhstan,Senegal,1,5,Peace Queen Cup,Warrenton,Japan,True,2017
1957-06-09,Ecuador,Saint Kitts and Nevis,1,3,Goodwill Games,Blackton,France,False,2022
1957-06-10,Georgia,Isle of Wight,2,3,African Championship qualification,West Walterfurt,United States,False,2022
1957-06-10,Czech Republic,Israel,4,3,FIFA World Cup qualification,Isaacville,Cambodia,False,2011
1957-06-12,China PR,Canada,1,9,Istria Cup,Lake Larry,Sweden,True,2010
1957-06-12,Bulgaria,Åland,3,0,AFF Championship,Cannonchester,England,False,2010
1957-06-13,Malawi,Switzerland,6,0,CONCACAF Olympic Qualifying Tournament qualification,Tannerside,FR Yugoslavia,True,2018
1957-06-13,Zanzibar,Australia,1,1,African Championship qualification,Bettyberg,Cyprus,False,2014
1957-06-13,Czech Republic,Finland,2,4,Cyprus Cup,Port Geoffreyfort,Equatorial Guinea,True,2010
1957-06-14,Bulgaria,Belgium,0,3,African Championship,Brewerside,Turks and Caicos Islands,False,2019
1957-06-14,England,Singapore,1,3,UEFA Euro qualification,Jamesburgh,Equatorial Guinea,True,2016
1957-06-15,Burundi,Colombia,4,1,UEFA Euro,New Kevintown,South Africa,True,2014
1957-06-15,Bulgaria,Denmark,0,0,FIFA World Cup qualification,South Cody,Saudi Arabia,False,2010
1957-06-15,Myanmar,Ghana,0,0,CONCACAF Olympic Qualifying Tournament qualification,North Kayla,Estonia,False,2018
1957-06-15,Tonga,Cyprus,0,3,FIFA World Cup qualification,Jacksonmouth,Montenegro,False,2024
1957-06-17,Isle of Man,Slovakia,0,1,Aisha Buhari Cup,Richardstad,Australia,True,2018
1957-06-18,Latvia,Norway,0,0,AFF Championship,Myersport,Wales,True,2019
1957-06-18,Italy,Taiwan,0,2,Aphrodite Cup,Arnoldport,Slovenia,False,2022
1957-06-18,Netherlands,Chile,1,1,UEFA Euro qualification,South Stephanie,Guatemala,False,2016
1957-06-18,Portugal,United States Virgin Islands,4,0,Algarve Cup,Brownshire,Saudi Arabia,False,2018
1957-06-18,England,Cook Islands,0,1,FIFA Women's Invitation Tournament,Simmonsburgh,South Africa,True,2015
1957-06-20,Senegal,Slovenia,1,3,African Championship qualification,Williamsville,Spain,False,2015
